# id	question	targets	expectedTerms	requiredMatches	expectedTitleTerms	expectedSectionTypes	forbiddenTerms	expectedDocumentTerms	expectedPageNumbers	expectedParentTerms	answerDirection	expectedResultMsgs
gen-official-91518	월간 재정동향 2026년 5월 문서에서 진도율 전년동기대비 관련 본문 근거를 찾아줘	official_doc	진도율|전년동기대비|본예산|총수입|월간	2	월간|재정동향	-	-	월간|재정동향	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-91608	발 간 등 록 번 호 11-1352000-100630-10 아동보호서비스 문서에서 TIP 의뢰한 관련 본문 근거를 찾아줘	official_doc	TIP|의뢰한|친생부모|아동보호팀장|아동보호서비스	2	아동보호서비스	-	-	아동보호서비스	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92159	2025년 재외공관의 해외진출기업 지원 사례집(2026. 5) 문서에서 사례집 이집트대사관 관련 본문 근거를 찾아줘	official_doc	사례집|이집트대사관|프로젝트|체코대사관|재외공관	2	재외공관|해외진출기업	-	-	재외공관|해외진출기업	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92470	발간등록번호: 11-1471000-100120-01 의약품 중 불순물 저감화 사례집 (NDMA 사례 중심으로)(2026. 6.) 문서에서 니트로사민류 생성기전 관련 본문 근거를 찾아줘	official_doc	니트로사민류|생성기전|일반조건|개요···································································|발간등록번호	2	발간등록번호|의약품	-	-	발간등록번호|의약품	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92539	참고 자료 여성·아동·장애인 대상 범죄 보완수사 우수사례집(2026. 4.) 문서에서 녹화파일 수사관들 관련 본문 근거를 찾아줘	official_doc	녹화파일|수사관들|살펴보았다|착안|참고	2	참고|자료	-	-	참고|자료	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92582	KOREA AEROSPACE ADMINISTRATION AIRCRAFT COMPONENT ENVIRONMENTAL TESTING & EVALUATION(2026. 5) 문서에서 우주항공청 항공기 관련 본문 근거를 찾아줘	official_doc	우주항공청|항공기|시험평|발간|KOREA	2	KOREA|AEROSPACE	-	-	KOREA|AEROSPACE	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92668	광업제조업동향조사, 서비스업동향조사, 건설경기동향조사, 기계수주동향조사, 경기종합지수, 설비투자지수, 전산업생산지수 보도자료 문서에서 산업활동동향 서비스업 관련 본문 근거를 찾아줘	official_doc	산업활동동향|서비스업|광공업|생산|광업제조업동향조사	2	광업제조업동향조사|서비스업동향조사	-	-	광업제조업동향조사|서비스업동향조사	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-107070	소비자물가조사 보도자료 보도시점 2026. 6. 2.(화) 08:00 배포 2026. 6. 2.(화) 07:30 문서에서 전년동월대비 식품이외 관련 본문 근거를 찾아줘	official_doc	전년동월대비|식품이외|전월세포함생활물가지수|생활물가지수|소비자물가조사	2	소비자물가조사|보도자료	-	-	소비자물가조사|보도자료	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-107091	온라인쇼핑동향 보도자료 보도시점 2026. 6. 1.(월) 12:00 배포 2026. 6. 1.(월) 08:30 문서에서 상품군별 거래액 관련 본문 근거를 찾아줘	official_doc	상품군별|거래액|취급상품범위별|인포그래픽|온라인쇼핑동향	2	온라인쇼핑동향|보도자료	-	-	온라인쇼핑동향|보도자료	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-107174	발간등록번호 11-1833118-100025-01 세계유산 창덕궁과 종묘에 사용된 석재의 과학정보 문서에서 추진한 석조문화유산 관련 본문 근거를 찾아줘	official_doc	추진한|석조문화유산|석재공급지|국립문화유산연구원|발간등록번호	2	발간등록번호|세계유산	-	-	발간등록번호|세계유산	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-158127	화장품안전성평가자료작성가이드라인 문서에서 화장품제조업자 설계ㆍ개발ㆍ생산하 관련 본문 근거를 찾아줘	official_doc	화장품제조업자|설계ㆍ개발ㆍ생산하|제조한|원료의|화장품안전성평가자료작성가이드라인	2	화장품안전성평가자료작성가이드라인	-	-	화장품안전성평가자료작성가이드라인	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-158150	2025 중대재해 사이렌 문서에서 noyabr Yiqilish 관련 본문 근거를 찾아줘	official_doc	noyabr|Yiqilish|Baxtsiz|Tarqatish|중대재해	2	중대재해|사이렌	-	-	중대재해|사이렌	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-89435	온라인 구독형 서비스 제공사업자를 위한 이용자보호 정책 안내서 문서에서 서비스 단계별 관련 본문 근거를 찾아줘	official_doc	서비스|단계별|사업자|온라인	2	온라인|구독형	-	-	온라인|구독형	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-89453	인구동향조사 보도자료 보도시점 2026. 5. 27.(수) 12:00 배포 2026. 5. 27.(수) 08:30 문서에서 인구동향 사망자 관련 본문 근거를 찾아줘	official_doc	인구동향|사망자|자연증|출생아|인구동향조사	2	인구동향조사|보도자료	-	-	인구동향조사|보도자료	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-89811	회복과 도약, 모두의 1년 국민주권정부 123대 국정과제 추진 실적 2026년 문서에서 대전환 국정과제 관련 본문 근거를 찾아줘	official_doc	대전환|국정과제|지금까지|국민주권정부|회복	2	회복|도약	-	-	회복|도약	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90226	공익법인 연차보고서-2 문서에서 Chapter National 관련 본문 근거를 찾아줘	official_doc	Chapter|National|Service|사업수행비용|공익법인	2	공익법인|연차보고서	-	-	공익법인|연차보고서	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90345	보도자료 보도시점 2026. 5. 20.(수) 12:00 배포 2026. 5. 20.(수) 08:30 2026년 1/4분기 문서에서 지역경제동향 광공업 관련 본문 근거를 찾아줘	official_doc	지역경제동향|광공업|전년동분기대비|수출|보도자료	2	보도자료|보도시점	-	-	보도자료|보도시점	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90463	임금근로 일자리동향 행정통계 보도자료 보도시점 2026. 5. 19.(화) 12:00 배포 2026. 5. 19.(화) 8:30 문서에서 일자리 만개로 관련 본문 근거를 찾아줘	official_doc	일자리|만개로|전년동기대비|분기|임금근로	2	임금근로|일자리동향	-	-	임금근로|일자리동향	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90531	2026 통일백서 문서에서 평화공존 남북관계 관련 본문 근거를 찾아줘	official_doc	평화공존|남북관계|장기화되고|제1장|통일백서	2	통일백서	-	-	통일백서	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-90721	2025~2035 정성적 일자리 전망 문서에서 PART 일러두기 관련 본문 근거를 찾아줘	official_doc	PART|일러두기|직업의|이다|정성적	2	정성적|일자리	-	-	정성적|일자리	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-91519	월간 재정동향 2026년 5월 문서에서 국세수입 근로소득세 관련 본문 근거를 찾아줘	official_doc	국세수입|근로소득세|부동산|소득세|월간	2	월간|재정동향	-	-	월간|재정동향	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-91611	발 간 등 록 번 호 11-1352000-100630-10 아동보호서비스 문서에서 입양대상아동 가능한 관련 본문 근거를 찾아줘	official_doc	입양대상아동|가능한|인프라|입양의|아동보호서비스	2	아동보호서비스	-	-	아동보호서비스	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92164	2025년 재외공관의 해외진출기업 지원 사례집(2026. 5) 문서에서 사례집 법률자문 관련 본문 근거를 찾아줘	official_doc	사례집|법률자문|서비스|키르키즈공화국대사관|재외공관	2	재외공관|해외진출기업	-	-	재외공관|해외진출기업	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92472	발간등록번호: 11-1471000-100120-01 의약품 중 불순물 저감화 사례집 (NDMA 사례 중심으로)(2026. 6.) 문서에서 아질산 형성할 관련 본문 근거를 찾아줘	official_doc	아질산|형성할|반응하여|조건|발간등록번호	2	발간등록번호|의약품	-	-	발간등록번호|의약품	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92540	참고 자료 여성·아동·장애인 대상 범죄 보완수사 우수사례집(2026. 4.) 문서에서 보완수사 우수사례집 관련 본문 근거를 찾아줘	official_doc	보완수사|우수사례집|계부의|여성·아동·장애인|참고	2	참고|자료	-	-	참고|자료	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92584	KOREA AEROSPACE ADMINISTRATION AIRCRAFT COMPONENT ENVIRONMENTAL TESTING & EVALUATION(2026. 5) 문서에서 우주항공청 항공기 관련 본문 근거를 찾아줘	official_doc	우주항공청|항공기|시험평|제1절|KOREA	2	KOREA|AEROSPACE	-	-	KOREA|AEROSPACE	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-92669	광업제조업동향조사, 서비스업동향조사, 건설경기동향조사, 기계수주동향조사, 경기종합지수, 설비투자지수, 전산업생산지수 보도자료 문서에서 광공업생산 반도체 관련 본문 근거를 찾아줘	official_doc	광공업생산|반도체|늘었으나|제조업|광업제조업동향조사	2	광업제조업동향조사|서비스업동향조사	-	-	광업제조업동향조사|서비스업동향조사	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-107071	소비자물가조사 보도자료 보도시점 2026. 6. 2.(화) 08:00 배포 2026. 6. 2.(화) 07:30 문서에서 지출목적별 전월대비 관련 본문 근거를 찾아줘	official_doc	지출목적별|전월대비|오락·문화|소비자물가지수|소비자물가조사	2	소비자물가조사|보도자료	-	-	소비자물가조사|보도자료	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-107093	온라인쇼핑동향 보도자료 보도시점 2026. 6. 1.(월) 12:00 배포 2026. 6. 1.(월) 08:30 문서에서 온라인쇼핑 거래액 관련 본문 근거를 찾아줘	official_doc	온라인쇼핑|거래액|전년동월대비|온라인쇼핑동향	2	온라인쇼핑동향|보도자료	-	-	온라인쇼핑동향|보도자료	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-107179	발간등록번호 11-1833118-100025-01 세계유산 창덕궁과 종묘에 사용된 석재의 과학정보 문서에서 사용된 석재의 관련 본문 근거를 찾아줘	official_doc	사용된|석재의|과학정보|세계유산|발간등록번호	2	발간등록번호|세계유산	-	-	발간등록번호|세계유산	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-158136	화장품안전성평가자료작성가이드라인 문서에서 독성기준값 선정하 관련 본문 근거를 찾아줘	official_doc	독성기준값|선정하|관련성|작성된|화장품안전성평가자료작성가이드라인	2	화장품안전성평가자료작성가이드라인	-	-	화장품안전성평가자료작성가이드라인	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-160669	공공재정 회복(Restoring Public Finances)보고서-2 문서에서 institutions provide 관련 본문 근거를 찾아줘	official_doc	institutions|provide|governments|공공재정	2	공공재정|회복	-	-	공공재정|회복	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-89559	www.kopico.go.kr발 간 등 록 번 호 11-1790365-100041-10 2025 문서에서 개인정보 분쟁조정 관련 본문 근거를 찾아줘	official_doc	개인정보|분쟁조정|사례집|제외|kopico	2	kopico|kr발	-	-	kopico|kr발	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
gen-official-89436	온라인 구독형 서비스 제공사업자를 위한 이용자보호 정책 안내서 문서에서 서비스 제공사업자 관련 본문 근거를 찾아줘	official_doc	서비스|제공사업자|이용자보호|기존|온라인	2	온라인|구독형	-	-	온라인|구독형	-	-	자동 생성 coverage 평가: 질문에 포함된 본문 핵심어와 문서 제목이 함께 맞는 근거를 사용해야 한다	-
